video_id,title,published_at,view_count,like_count,category_id,is_music,member_id,member_name,generation,unit
29I9Gx_ofYA,나가.  [ 갈틱폰 ],2024-08-08,131247,2825,10,True,neneko_mashiro,네네코 마시로,2,Universe
QkIAJ4svyjI,큰가슴의 진실..,2024-08-06,62108,2763,10,True,neneko_mashiro,네네코 마시로,2,Universe
c4FtwPlU7qM,시청자분들 호구조사 하기 [ 컨텐츠 ],2024-08-03,118111,3252,10,True,neneko_mashiro,네네코 마시로,2,Universe
pTzhlO2kSm8,당당하게 말하께!!!! #마시로 #vtuber #스텔라이브,2024-07-31,312861,13551,10,True,neneko_mashiro,네네코 마시로,2,Universe
xM3Q_o_dU7o,일본 마을에서 이상현상 찾기 [ 공포게임 ],2024-07-31,61935,2170,10,True,neneko_mashiro,네네코 마시로,2,Universe
kMrkWRbs1W0,머리 위에 하트가 ?! #마시로 #vtuber #네네코마시로 #shorts,2024-07-27,112755,6679,10,True,neneko_mashiro,네네코 마시로,2,Universe
DC3AakqVaX8,문도로 상대 빡치게 하는법 [ 롤 ],2024-07-27,92224,2572,10,True,neneko_mashiro,네네코 마시로,2,Universe
fQr6ZkheFHo,충격적인 패션 [ 배틀그라운드 ],2024-07-24,52487,1805,10,True,neneko_mashiro,네네코 마시로,2,Universe
WQ7WeNfhcIo,게로게로게로,2024-07-20,113132,6761,10,True,neneko_mashiro,네네코 마시로,2,Universe
lpgFp4cjiao,게임할때 카톡 보내는 사람한테 보여주기 좋은영상 #마시로,2024-07-20,199576,8149,10,True,neneko_mashiro,네네코 마시로,2,Universe
AXcu-IAHh2Y,과자 티어 나누기 [ 컨텐츠 ],2024-07-20,227096,4433,10,True,neneko_mashiro,네네코 마시로,2,Universe
iEcI-R0lyn4,3기생을 얻었따!!!!!    [ 마인크래프트 ],2024-07-17,84848,2595,10,True,neneko_mashiro,네네코 마시로,2,Universe
9lQK9HNGnvU,앙 ❤︎      [ 하프소드 ],2024-07-15,74947,2518,10,True,neneko_mashiro,네네코 마시로,2,Universe
QIpu5BGfzMs,탕탕 후루후루 탕탕후루루루 #마시로 #vtuber,2024-07-10,84168,5891,10,True,neneko_mashiro,네네코 마시로,2,Universe
B6B7cnc0Gyg,느엥밍 듀오 [ 배틀그라운드 ],2024-07-10,79501,2609,10,True,neneko_mashiro,네네코 마시로,2,Universe
