date,member_a,member_b,stream_title,video_no
2025-12-09,aokumo_rin,yuzuha_riko,"롤해유 w. 싸장님, 타비, 부키, 리코",10632101
2025-12-05,aokumo_rin,sakihane_huya,"영원히 함께야 w. 후야, 리코",10570011
2025-12-05,aokumo_rin,yuzuha_riko,"영원히 함께야 w. 후야, 리코",10570011
2025-12-02,aokumo_rin,sakihane_huya,"햅삐 이리~ w. 후야, 리코",10521036
2025-12-02,aokumo_rin,yuzuha_riko,"햅삐 이리~ w. 후야, 리코",10521036
2025-12-01,aokumo_rin,sakihane_huya,"섬 납치 성공 w. 후야, 리코",10505274
2025-12-01,aokumo_rin,yuzuha_riko,"섬 납치 성공 w. 후야, 리코",10505274
2025-11-22,aokumo_rin,ayatsuno_yuni,"미메시스 w. 유니,부키,나나",10371543
2025-11-22,aokumo_rin,hanako_nana,"미메시스 w. 유니,부키,나나",10371543
2025-11-13,aokumo_rin,ayatsuno_yuni,"이리? w. 후야, 타비 / 유니선배 삐질게 많관부!",10212862
2025-11-13,aokumo_rin,sakihane_huya,"이리? w. 후야, 타비 / 유니선배 삐질게 많관부!",10212862
2025-11-13,aokumo_rin,arahashi_tabi,"이리? w. 후야, 타비 / 유니선배 삐질게 많관부!",10212862
2025-11-11,aokumo_rin,sakihane_huya,"돈슛! w. 후야, 타비 / STAY 많관부!",10192826
2025-11-11,aokumo_rin,arahashi_tabi,"돈슛! w. 후야, 타비 / STAY 많관부!",10192826
2025-11-01,aokumo_rin,ayatsuno_yuni,"🎃🍭해피할로윈🎃🍭 후열 w. 유니,리제,부키,리코 ",10013916
2025-11-01,aokumo_rin,akane_lize,"🎃🍭해피할로윈🎃🍭 후열 w. 유니,리제,부키,리코 ",10013916
2025-11-01,aokumo_rin,yuzuha_riko,"🎃🍭해피할로윈🎃🍭 후열 w. 유니,리제,부키,리코 ",10013916
2025-10-24,aokumo_rin,hanako_nana,린나나 후열 이리!,9885355
2025-10-15,aokumo_rin,ayatsuno_yuni,"꿈은 이루어진다 w. 유니, 후야",9741120
2025-10-15,aokumo_rin,sakihane_huya,"꿈은 이루어진다 w. 유니, 후야",9741120
2025-10-05,aokumo_rin,ayatsuno_yuni,"7시 데바데 w. 싸장님,유니선배,부키,리코",9596533
2025-10-05,aokumo_rin,yuzuha_riko,"7시 데바데 w. 싸장님,유니선배,부키,리코",9596533
2025-09-07,aokumo_rin,shirayuki_hina,"데바데 w. 사장님, 히나선배, 부키, 리코",9145293
2025-09-07,aokumo_rin,yuzuha_riko,"데바데 w. 사장님, 히나선배, 부키, 리코",9145293
2025-08-17,aokumo_rin,yuzuha_riko,내가 체약체임... (린리코 잿푸 많관부) ,8808908
2025-07-24,aokumo_rin,hanako_nana,린나나 WORK도 부르고 섬 데이트해요,8406410
2025-07-13,aokumo_rin,akane_lize,"피크 w. 사장님, 시로, 리제",8223477
2025-07-13,aokumo_rin,akane_lize,"피크 w. 사장님, 시로, 리제",8218978
2025-07-12,aokumo_rin,hanako_nana,[광고] 7시 월오탱 아오쿠모 린팀 vs 하나코 나나팀!!!,8203292
2025-06-07,aokumo_rin,shirayuki_hina,나나가 선물을 줘서 저도 히나선배한테 선물을 줬어요,7625774
2025-06-07,aokumo_rin,hanako_nana,나나가 선물을 줘서 저도 히나선배한테 선물을 줬어요,7625774
2025-06-01,aokumo_rin,ayatsuno_yuni,"유니온 마지막 날! (w. 나나, 우말)",7527200
2025-06-01,aokumo_rin,hanako_nana,"유니온 마지막 날! (w. 나나, 우말)",7527200
2025-05-31,aokumo_rin,hanako_nana, [광고] 「달토끼 키우기 X 이터널 리턴」 4주년 기념 콜라보 업데이트! (w. 나나),7509078
2025-05-30,aokumo_rin,ayatsuno_yuni,"유니온 (w. 나나,우말)",7494100
2025-05-30,aokumo_rin,hanako_nana,"유니온 (w. 나나,우말)",7494100
2025-05-28,aokumo_rin,ayatsuno_yuni,유니온 잠깐 하러 왔슈,7463388
2025-05-23,aokumo_rin,ayatsuno_yuni,히나린 론리유니버스 많관부!!,7395715
2025-05-23,aokumo_rin,shirayuki_hina,히나린 론리유니버스 많관부!!,7395715
2025-03-20,aokumo_rin,ayatsuno_yuni,유니선배랑 러스트,6372316
2025-03-18,aokumo_rin,hanako_nana,린나나 칼바람에 떨어지다 (역몽 많관부!),6341442
2025-01-30,aokumo_rin,ayatsuno_yuni,"해피 설날! 합방 w.유니,히나,리제",5552425
2025-01-30,aokumo_rin,shirayuki_hina,"해피 설날! 합방 w.유니,히나,리제",5552425
2025-01-30,aokumo_rin,akane_lize,"해피 설날! 합방 w.유니,히나,리제",5552425
2024-08-21,aokumo_rin,hanako_nana,[클리셰 바 오픈!!!] 오늘의 게스트: 하나코 나나,3090193
2024-07-07,aokumo_rin,yuzuha_riko,오늘은 치킨을 먹을 수 있을까...? (w. 리코),2400048
2024-06-13,aokumo_rin,hanako_nana,나나와 엘레강스한 스포츠 타임,2021211
2026-04-05,hanako_nana,akane_lize,리제선배랑 린 리코랑 오버워치 2부,12589060
2026-04-05,hanako_nana,aokumo_rin,리제선배랑 린 리코랑 오버워치 2부,12589060
2026-04-05,hanako_nana,yuzuha_riko,리제선배랑 린 리코랑 오버워치 2부,12589060
2026-03-26,hanako_nana,aokumo_rin,가벼운 통나무 들기를 하다 (W. 부키 리코 린 시로선배),12409800
2026-03-26,hanako_nana,yuzuha_riko,가벼운 통나무 들기를 하다 (W. 부키 리코 린 시로선배),12409800
2025-12-17,hanako_nana,ayatsuno_yuni,"정글 연습하려고 했는데 납치 당한 건에 대하여 (w. 린,타비,유니)",10760082
2025-12-17,hanako_nana,arahashi_tabi,"정글 연습하려고 했는데 납치 당한 건에 대하여 (w. 린,타비,유니)",10760082
2025-12-17,hanako_nana,aokumo_rin,"정글 연습하려고 했는데 납치 당한 건에 대하여 (w. 린,타비,유니)",10760082
2025-12-13,hanako_nana,aokumo_rin,동기 따라왔어요 (W. 김뿡님 고차비님 사장님 린),10710785
2025-12-03,hanako_nana,tenko_shibuki,고급 뉴비 이리 알려주기 (W. 시부키),10550699
2025-11-22,hanako_nana,ayatsuno_yuni,"오늘은 미메시스 합방!(선배가 벽에 머리가 꼈어요) (w. 부키, 린, 유니선배)",10371633
2025-11-22,hanako_nana,aokumo_rin,"오늘은 미메시스 합방!(선배가 벽에 머리가 꼈어요) (w. 부키, 린, 유니선배)",10371633
2025-11-21,hanako_nana,sakihane_huya,"스텔 롤 미니 내전 / 후열 이리 3인큐 드디어~!!! (W. 린, 후야)",10355821
2025-11-21,hanako_nana,aokumo_rin,"스텔 롤 미니 내전 / 후열 이리 3인큐 드디어~!!! (W. 린, 후야)",10355821
2025-10-07,hanako_nana,sakihane_huya,후야님 편지 신나게 읽었다 ^^,9610064
2025-08-19,hanako_nana,yuzuha_riko,내가 아니라서 다행이야 (멤버 : 리코 사장님 춘향님 나나),8837216
2025-07-26,hanako_nana,tenko_shibuki,"첫 래프트! 배에 납치당하다 (W. 사장님, 시부키, 리코)",8424256
2025-07-26,hanako_nana,yuzuha_riko,"첫 래프트! 배에 납치당하다 (W. 사장님, 시부키, 리코)",8424256
2025-07-24,hanako_nana,aokumo_rin,광고아닙니다 린나나 커버곡 기념 섬 데이트,8406452
2025-07-18,hanako_nana,aokumo_rin,밀린 붕스 가챠 & 이리 새 시즌 퍼먹기,8302710
2025-07-13,hanako_nana,aokumo_rin,"[광고] 린나대전 월드오브탱크 | 후열 배그, 롤",8207961
2025-06-28,hanako_nana,aokumo_rin,아이언에 적응해버린 안타까운 모습,7964485
2025-05-30,hanako_nana,ayatsuno_yuni,"나말린다 팀 유니온 렛츠고 (W. 린, 우말님)",7493912
2025-05-30,hanako_nana,aokumo_rin,"나말린다 팀 유니온 렛츠고 (W. 린, 우말님)",7493912
2025-05-28,hanako_nana,ayatsuno_yuni,나말린다 유니온 대회 | 마인크래프트 파슬리 기싸움,7466504
2025-05-28,hanako_nana,aokumo_rin,나말린다 유니온 대회 | 마인크래프트 파슬리 기싸움,7466504
2025-04-18,hanako_nana,aokumo_rin,할머니보다 느린 클릭,6848560
2025-03-18,hanako_nana,aokumo_rin,린이랑 역몽을 불렀더.,6343258
2025-03-12,hanako_nana,aokumo_rin,컨텐츠 후열 소통 방송 | 나랑 다른 여자랑 헷갈린거야 지금?,6255831
2025-02-20,hanako_nana,aokumo_rin,8시 린나리 커버곡 많관부부,5923042
2024-10-11,hanako_nana,aokumo_rin,신드라를배우고인생이달라지고포도알만보면흥분을감출수없는아이돌이되어버린미드지망생하나코나나,3849016
2024-08-22,hanako_nana,tenko_shibuki,[클리셰 바 오픈!] 게스트 : 텐코 시부키!,3105300
2024-08-13,hanako_nana,yuzuha_riko,"롤체팟 빵빠레불며 시작 (W. 강지사장님, 리코)",2969079
2024-07-05,hanako_nana,tenko_shibuki,"4인 배그 합방이야! (멤버 : 사장님, 이브님, 시부키, 나나)",2374856
2024-06-12,hanako_nana,aokumo_rin,린나나 지면 노예빵 스포츠 대전 드가잣,2017928
2026-03-15,yuzuha_riko,akane_lize,찐 후열) 리제선배랑 낙원하기,12248538
2026-02-14,yuzuha_riko,tenko_shibuki,정말정말 하고싶었던 그 게임 출시했어요!! [리애니멀w. 시부키],11766867
2026-02-01,yuzuha_riko,akane_lize,[봉봉팜] 리제로,11536819
2026-01-18,yuzuha_riko,aokumo_rin,린과 함께 방탈출 데이트,11297919
2026-01-13,yuzuha_riko,ayatsuno_yuni,유니선배 3주년 컨텐츠!!!,11214788
2026-01-11,yuzuha_riko,aokumo_rin,부키 린 하고 섬데이뚜~!!!! 용사 용사 용사 용사 용사니까!!!!!!!!!!!!!!!!!!!!!,11179641
2026-01-06,yuzuha_riko,aokumo_rin,"휴방날 방송키기 2번째, 이쯤되면 방송중독? (w. 린 나나)",11097106
2026-01-06,yuzuha_riko,hanako_nana,"휴방날 방송키기 2번째, 이쯤되면 방송중독? (w. 린 나나)",11097106
2025-12-15,yuzuha_riko,neneko_mashiro,[용사님의 듀엣모험]⚔️🍀 네네코 마시로 편,10731603
2025-12-09,yuzuha_riko,arahashi_tabi,백룸에서 청소하는 게임 [타비 부키 린],10632181
2025-12-09,yuzuha_riko,aokumo_rin,백룸에서 청소하는 게임 [타비 부키 린],10632181
2025-12-05,yuzuha_riko,sakihane_huya,"이 섬에 세번씩이나 떨어지다니 [린, 후야]",10570379
2025-12-05,yuzuha_riko,aokumo_rin,"이 섬에 세번씩이나 떨어지다니 [린, 후야]",10570379
2025-11-28,yuzuha_riko,sakihane_huya,"아 반말 듣고싶다 (w. 린, 후야)",10458759
2025-11-28,yuzuha_riko,aokumo_rin,"아 반말 듣고싶다 (w. 린, 후야)",10458759
2025-11-09,yuzuha_riko,aokumo_rin,T1 vs KT 응원중 (롤린이라 모르는데 보는중) 끝나고 선물 공개하께요,10160223
2025-11-09,yuzuha_riko,ayatsuno_yuni,"하늘에 날린 아들의 날린! 쉿, 아들의 숲 (w. 강지, 유니, 시부키)",10150012
2025-11-09,yuzuha_riko,tenko_shibuki,"하늘에 날린 아들의 날린! 쉿, 아들의 숲 (w. 강지, 유니, 시부키)",10150012
2025-11-09,yuzuha_riko,aokumo_rin,"하늘에 날린 아들의 날린! 쉿, 아들의 숲 (w. 강지, 유니, 시부키)",10150012
2025-11-06,yuzuha_riko,sakihane_huya,[광고] 젠레스 존 제로 후야님께 먹이기!!!,10111886
2025-10-26,yuzuha_riko,hanako_nana,[⚔용사님의 듀엣모험🍀] - 하나코 나나편,9930939
2025-10-07,yuzuha_riko,aokumo_rin,"리코는 돈벌고싶어 (기운이 없는거 아니에요, 졸린거에여)",9611235
2025-09-07,yuzuha_riko,shirayuki_hina,무면허 드라이브 (w. 강지 히나 시부키 린),9145364
2025-09-07,yuzuha_riko,tenko_shibuki,무면허 드라이브 (w. 강지 히나 시부키 린),9145364
2025-09-07,yuzuha_riko,aokumo_rin,무면허 드라이브 (w. 강지 히나 시부키 린),9145364
2025-08-30,yuzuha_riko,ayatsuno_yuni,7시!! 스텔코마치 POP IN 2 공개 (유즈하 리코 x 아야츠노 유니 X 아카네 리제),9017820
2025-08-30,yuzuha_riko,akane_lize,7시!! 스텔코마치 POP IN 2 공개 (유즈하 리코 x 아야츠노 유니 X 아카네 리제),9017820
2025-08-20,yuzuha_riko,hanako_nana,wasd 합방 [강지 이춘향 나나 리코],8841103
2025-07-19,yuzuha_riko,tenko_shibuki,⚔🍀 [용사님의 듀엣 모험] 3번째 게스트!! 텐코 시부키,8318732
2025-07-07,yuzuha_riko,shirayuki_hina,휴방기간 동안 썰풀기 [메이플 썰 | 히나선배와  사장님과의 데이트] 😆🍀,8112737
2025-06-25,yuzuha_riko,tenko_shibuki,6시 유즈하리코 X 텐코시부키 'That's right Frank!' 커버곡 공개!! [젠레스 존 제로 X 프랭크버거],7923861
2025-05-31,yuzuha_riko,arahashi_tabi,"6시 리코, 타비, 부키 엘든링 3인멀틔",7510347
2025-05-05,yuzuha_riko,aokumo_rin,[어린이날] 리코는 6쨜,7112790
2025-04-07,yuzuha_riko,arahashi_tabi,2기생 아라하시 타비 그리고 3기생 유즈하 리코,6670733
2025-03-29,yuzuha_riko,tenko_shibuki,시부키 VS 리코 [광고],6533715
2025-01-29,yuzuha_riko,tenko_shibuki,감옥 탈출하기 [w.시부키],5539306
2024-11-09,yuzuha_riko,aokumo_rin,휴가 복귀 | 롤린이의 리그오브 레전드,4278895
2024-09-20,yuzuha_riko,shirayuki_hina,"배그 좀비 모드 (w. 강지, 리제, 히나)",3522769
2024-09-20,yuzuha_riko,akane_lize,"배그 좀비 모드 (w. 강지, 리제, 히나)",3522769
2024-07-07,yuzuha_riko,aokumo_rin,8시 린과 배그 듀오,2399984
2024-05-28,yuzuha_riko,tenko_shibuki,리코 VS 시부키 이 세계 최강자들의 싸움이 시작된다...,1776958
