video_no,title,date,duration_min,category,view_count,member_id,member_name,generation,unit,collab_members,is_collab
5311819,오랜만에 발로 내전!,2025-01-15,133.1,talk,2782,shirayuki_hina,시라유키 히나,2,Universe,,False
5307849,[과자 티어표] 가장 마싯는 과쟈는!?,2025-01-15,298.7,talk,1788,shirayuki_hina,시라유키 히나,2,Universe,,False
5287824,어 히나야,2025-01-13,154.5,talk,2663,shirayuki_hina,시라유키 히나,2,Universe,,False
5279362,빅뱅 아줌마의 빅뱅 월드컵,2025-01-13,399.0,talk,12861,shirayuki_hina,시라유키 히나,2,Universe,,False
5262085,오랜만에! & 포켓로그 업데이트 기념 클래식 모드,2025-01-12,387.3,포켓로그,2021,shirayuki_hina,시라유키 히나,2,Universe,,False
5195550,청룡 합방! & 스케이트 게임 찍먹,2025-01-08,466.3,겟 투 워크,4283,shirayuki_hina,시라유키 히나,2,Universe,,False
5174076,펠월드 마지막 날,2025-01-06,350.6,팰월드,1445,shirayuki_hina,시라유키 히나,2,Universe,,False
5162280,🍰히나의 두 번째 생일파티!🍰,2025-01-06,349.6,음악/노래,8359,shirayuki_hina,시라유키 히나,2,Universe,,False
5148090,히나 생일 굿즈 출시!!!! 실사용 후기 & 펠월드 전설런,2025-01-05,656.1,talk,1846,shirayuki_hina,시라유키 히나,2,Universe,,False
5130745,전설 잡아아지 ,2025-01-04,498.5,talk,1330,shirayuki_hina,시라유키 히나,2,Universe,,False
5117466,펠월드 스텔 서버 3일차 최강이 된 냘,2025-01-03,650.8,talk,1314,shirayuki_hina,시라유키 히나,2,Universe,,False
5099095,펠월드 스텔서버 2일차,2025-01-02,338.1,talk,949,shirayuki_hina,시라유키 히나,2,Universe,,False
5078975,펠월드 스텔 서버 1일차(2),2025-01-01,504.6,talk,1573,shirayuki_hina,시라유키 히나,2,Universe,,False
5069580,펠월드 스텔 서버 1일차,2024-12-31,104.4,팰월드,1637,shirayuki_hina,시라유키 히나,2,Universe,,False
5043664,미안하다이거보여주려고어그로끌었다,2024-12-29,318.2,talk,2550,shirayuki_hina,시라유키 히나,2,Universe,,False
5039678,미안하다이거보여주려고어그로끌었다,2024-12-29,10.4,talk,1246,shirayuki_hina,시라유키 히나,2,Universe,,False
5031592,후련했꼬 섭섭했떤 스뗄라이브 2주년,2024-12-29,180.0,talk,2106,shirayuki_hina,시라유키 히나,2,Universe,,False
5024436,신의상 입고 배그 연습햐기(W. 강지 피닉스박 김뿡),2024-12-28,178.2,talk,1767,shirayuki_hina,시라유키 히나,2,Universe,,False
5012629,신의상 후기! & 멤버 만남 썰 풀이,2024-12-27,205.1,talk,3602,shirayuki_hina,시라유키 히나,2,Universe,,False
5009799,⛄360도 바뀐 히나의 신의상 공개!🎀 우하하하핫,2024-12-27,63.5,talk,5006,shirayuki_hina,시라유키 히나,2,Universe,,False
4980377,히나랑 메리 크리스마스 !!!!!!!!! 퀴즈 풀고 선물 바다가,2024-12-25,335.0,talk,2522,shirayuki_hina,시라유키 히나,2,Universe,,False
4967207,메리 크리스마스 이브🌲,2024-12-25,443.7,talk,3188,shirayuki_hina,시라유키 히나,2,Universe,,False
4954941,스텔 마크 서버에 긴장감을 주러 온 건축가.,2024-12-24,551.1,마인크래프트,2298,shirayuki_hina,시라유키 히나,2,Universe,,False
4939714,오랜만에 공겜 미사이드 해보기!,2024-12-23,423.1,talk,4024,shirayuki_hina,시라유키 히나,2,Universe,,False
4889790,모였더라 ,2024-12-20,33.0,talk,1841,shirayuki_hina,시라유키 히나,2,Universe,,False
4877711,다이아 회복하기,2024-12-19,196.5,talk,3800,shirayuki_hina,시라유키 히나,2,Universe,,False
4859849,봉누도 핫클립 보기,2024-12-18,281.1,talk,13309,shirayuki_hina,시라유키 히나,2,Universe,,False
4851682,이따 은행 털러 가요,2024-12-17,82.7,talk,5374,shirayuki_hina,시라유키 히나,2,Universe,,False
4844102,봉누도 정인아 마지먁 날,2024-12-17,298.6,talk,19498,shirayuki_hina,시라유키 히나,2,Universe,,False
4817005,[봉누도] 마지막 전쟁 ,2024-12-15,749.7,Grand Theft Auto V,3034,shirayuki_hina,시라유키 히나,2,Universe,,False
4804984,구라야 방송 켤게,2024-12-14,7.3,talk,851,shirayuki_hina,시라유키 히나,2,Universe,,False
4800297,[봉누도] 마지막 전쟁 준비,2024-12-14,424.3,Grand Theft Auto V,1786,shirayuki_hina,시라유키 히나,2,Universe,,False
4784083,[봉누도] 보스가 불러서,2024-12-13,177.7,talk,1722,shirayuki_hina,시라유키 히나,2,Universe,,False
4768038,[봉누도] 티켓팅에 실패해서 죽고 싶어졌다.,2024-12-12,305.9,talk,1833,shirayuki_hina,시라유키 히나,2,Universe,,False
4738071,[봉누도] 많은 일이 있었던 정인아 씨,2024-12-10,366.3,talk,3522,shirayuki_hina,시라유키 히나,2,Universe,,False
4724082,[봉누도] 정인아의 복귀 적응기 2일챠,2024-12-09,409.3,talk,2141,shirayuki_hina,시라유키 히나,2,Universe,,False
4709551,[봉누도] 정인아의 복귀 적응기#3,2024-12-08,298.2,talk,2950,shirayuki_hina,시라유키 히나,2,Universe,,False
4704268,[봉누도] 정인아의 복귀 적응기#2,2024-12-07,57.2,Grand Theft Auto V,1268,shirayuki_hina,시라유키 히나,2,Universe,,False
4702980,[봉누도] 정인아의 복귀 적응기#1,2024-12-07,169.1,Grand Theft Auto V,1510,shirayuki_hina,시라유키 히나,2,Universe,,False
4654632,히나는 여행이 가고 싶다,2024-12-04,269.0,talk,2105,shirayuki_hina,시라유키 히나,2,Universe,,False
4639794,이야기이야기,2024-12-03,122.5,talk,1473,shirayuki_hina,시라유키 히나,2,Universe,,False
4630927,[봉누도] 오랜만에 잠깐 이야기 & 봉누도 4일챠,2024-12-03,254.6,talk,2446,shirayuki_hina,시라유키 히나,2,Universe,,False
4599097,[봉누도] 갱댠 18세 정인아 사고 3일챠,2024-12-01,374.6,talk,3103,shirayuki_hina,시라유키 히나,2,Universe,,False
4585122,[봉누도] 무사고 18세 정인아 2일챠,2024-11-30,385.2,talk,3422,shirayuki_hina,시라유키 히나,2,Universe,,False
4537190,[봉누도] 무사고 정인아 1일챠,2024-11-27,478.6,talk,3419,shirayuki_hina,시라유키 히나,2,Universe,,False
4517030,앨뮤랜 반응 보기 & 아카펠라 버전,2024-11-25,157.6,talk,3257,shirayuki_hina,시라유키 히나,2,Universe,,False
4506848,✧Alice in Musicland✧ 최초공개 & 카페 탐방,2024-11-25,327.8,talk,4578,shirayuki_hina,시라유키 히나,2,Universe,,False
4478181,앨뮤랜이 온댜 & 포켓몬 5세대 화이트(完),2024-11-23,285.6,talk,1937,shirayuki_hina,시라유키 히나,2,Universe,,False
4445850,포켓몬 5세대 화이트(ep.4),2024-11-21,281.8,talk,1408,shirayuki_hina,시라유키 히나,2,Universe,,False
4431414,포켓몬 5세대 화이트(ep.3),2024-11-20,404.5,talk,1375,shirayuki_hina,시라유키 히나,2,Universe,,False
4418709,스텔 눈물 월드컵 & 포켓몬 5세대 화이트(ep.2),2024-11-19,499.9,talk,4667,shirayuki_hina,시라유키 히나,2,Universe,,False
4381732,🤧하루카 커버곡 최초공개!!🤧,2024-11-16,118.6,음악/노래,1792,shirayuki_hina,시라유키 히나,2,Universe,,False
4373820,포켓몬 5세대 화이트(ep.1),2024-11-16,474.3,talk,4535,shirayuki_hina,시라유키 히나,2,Universe,,False
4328274,"포켓몬 카드 2일차,,, 리자몽 덱 만들기! & 피아노 조금",2024-11-13,323.6,음악/노래,2511,shirayuki_hina,시라유키 히나,2,Universe,,False
4293260,사장님이랑 바이패드 합방 & 포켓몬 카드 게임 가챠,2024-11-10,476.6,talk,2612,shirayuki_hina,시라유키 히나,2,Universe,,False
4282619,[MCN 대전 시즌2] 리썰컴퍼니 에드워드 히,2024-11-10,446.0,talk,3398,shirayuki_hina,시라유키 히나,2,Universe,,False
4237372,포켓몬 소드 완! (ep.5),2024-11-07,430.0,talk,2392,shirayuki_hina,시라유키 히나,2,Universe,,False
4222824,해둥이랑 이야기 & 포켓몬 소드 (ep.4),2024-11-06,570.9,talk,2358,shirayuki_hina,시라유키 히나,2,Universe,,False
4205896,냐,2024-11-05,62.9,talk,2990,shirayuki_hina,시라유키 히나,2,Universe,,False
4201280,게으르고 싶은 히나 등쟝 ,2024-11-04,197.7,talk,3503,shirayuki_hina,시라유키 히나,2,Universe,,False
4176262,스텔 좀보이드(탈출 끗),2024-11-02,268.1,talk,2319,shirayuki_hina,시라유키 히나,2,Universe,,False
4159817,스텔 좀보이드 서버(2일차),2024-11-01,395.0,프로젝트 좀보이드,1031,shirayuki_hina,시라유키 히나,2,Universe,,False
4149356,스텔 좀보이드 서버(히나가 지게지는 1일차),2024-11-01,536.2,프로젝트 좀보이드,2042,shirayuki_hina,시라유키 히나,2,Universe,,False
4131519,좀보이드 연습 & 포켓몬스터 소드 (ep.3),2024-10-31,334.0,talk,1499,shirayuki_hina,시라유키 히나,2,Universe,,False
4119459,포켓몬스터 소드 (ep.2),2024-10-30,366.1,talk,2067,shirayuki_hina,시라유키 히나,2,Universe,,False
4070875,🎀새벽과 반딧불이 커버곡 최초공개!🎀 & 앞으로에 대한 이야기 조금,2024-10-26,133.3,talk,1405,shirayuki_hina,시라유키 히나,2,Universe,,False
4059403,마리오파티 & 라이어스바 합방(W. 유니버스),2024-10-26,358.9,talk,2182,shirayuki_hina,시라유키 히나,2,Universe,ayatsuno_yuni,True
4045435,포켓몬스터 소드 (ep.1),2024-10-25,339.9,talk,3344,shirayuki_hina,시라유키 히나,2,Universe,,False
4017306,스텔라이브 성대모사 게임 & 쪼금 깊은 토크 ,2024-10-23,311.9,talk,4187,shirayuki_hina,시라유키 히나,2,Universe,,False
3976511,포덕핑의 300만원 포켓몬 카드 뽑기 켠왕,2024-10-20,503.6,talk,2636,shirayuki_hina,시라유키 히나,2,Universe,,False
3954018,라이어스 바 합방!(W. 이뽀 울프 타비),2024-10-18,201.7,talk,1420,shirayuki_hina,시라유키 히나,2,Universe,arahashi_tabi,True
3932206,포덕핑의 1000만원 포켓몬 카드 뽑기(2-1),2024-10-17,386.5,TCG 카드 샵 시뮬레이터,2088,shirayuki_hina,시라유키 히나,2,Universe,,False
3924336,포덕핑의 1000만원 포켓몬 카드 뽑기(2),2024-10-16,79.6,TCG 카드 샵 시뮬레이터,1008,shirayuki_hina,시라유키 히나,2,Universe,,False
3918305,카페 클립 보기 & 포덕핑의 포켓몬 카드 시뮬레이터(1),2024-10-16,494.0,TCG 카드 샵 시뮬레이터,3627,shirayuki_hina,시라유키 히나,2,Universe,,False
3883254,내가... 하늘 위에 서겠다.,2024-10-13,21.1,talk,2720,shirayuki_hina,시라유키 히나,2,Universe,,False
3872472,카페 탐방 & 오목 연습!,2024-10-13,379.9,종합 게임,2779,shirayuki_hina,시라유키 히나,2,Universe,,False
3853056,나루티밋 DLC 完,2024-10-12,304.7,talk,4631,shirayuki_hina,시라유키 히나,2,Universe,,False
3828494,에토전생 닌자의 나루토 [나루티밋4 完],2024-10-10,311.4,나루토 질풍전: 나루티밋 스톰 4,10965,shirayuki_hina,시라유키 히나,2,Universe,,False
3811186,에토전생 닌자의 나루토 [나루티밋4-1] + dlc,2024-10-09,549.1,나루토 질풍전: 나루티밋 스톰 4,12963,shirayuki_hina,시라유키 히나,2,Universe,,False
3780988,나루토 안 본 사람의 에토전생 [나루티밋3 完],2024-10-07,526.5,나루토 질풍전: 나루티밋 스톰 3 풀 버스트,9959,shirayuki_hina,시라유키 히나,2,Universe,,False
3766007,나루토 안 본 사람의 에토전생 [나루티밋3-1],2024-10-06,459.3,나루토 질풍전: 나루티밋 스톰 3 풀 버스트,11923,shirayuki_hina,시라유키 히나,2,Universe,,False
3747813,무면허 라이더의 에토전생(유로트럭2),2024-10-04,368.4,talk,3280,shirayuki_hina,시라유키 히나,2,Universe,,False
3729882,콜라보 카페 오픈! & 애니 명대사 맞히기,2024-10-03,430.1,talk,4556,shirayuki_hina,시라유키 히나,2,Universe,,False
3689939,애알못의 애니 ost 월드컵(2),2024-10-01,512.2,음악/노래,41600,shirayuki_hina,시라유키 히나,2,Universe,,False
3678382,애알못의 애니 ost 월드컵(1),2024-09-30,618.0,음악/노래,88645,shirayuki_hina,시라유키 히나,2,Universe,,False
3660470,노래 연습!,2024-09-29,539.6,음악/노래,6587,shirayuki_hina,시라유키 히나,2,Universe,,False
3616369,스텔 마크 서버 & 스텔 수박게임!,2024-09-26,477.0,종합 게임,2603,shirayuki_hina,시라유키 히나,2,Universe,,False
3600697,스텔 미토피아(4),2024-09-25,369.7,talk,1933,shirayuki_hina,시라유키 히나,2,Universe,,False
3583137,일본 성우 목소리 월드컵!,2024-09-23,299.5,talk,3761,shirayuki_hina,시라유키 히나,2,Universe,,False
3569729,안마핑,2024-09-22,44.4,talk,837,shirayuki_hina,시라유키 히나,2,Universe,,False
3558752,히나는 늑대를 키우고 싶다,2024-09-22,419.6,talk,1858,shirayuki_hina,시라유키 히나,2,Universe,,False
3525172,배그 좀비모드 광고(W. 강지 리제 리코) / 히트와 리트 배그 듀오,2024-09-20,473.7,talk,1749,shirayuki_hina,시라유키 히나,2,Universe,"akane_lize,yuzuha_riko",True
3511883,스텔라이브 수박게임!,2024-09-19,488.3,talk,1988,shirayuki_hina,시라유키 히나,2,Universe,,False
3495764,노래 맞히기(W. 린 나나) & 피아노 연습!,2024-09-18,472.5,음악/노래,5289,shirayuki_hina,시라유키 히나,2,Universe,"aokumo_rin,hanako_nana",True
3466522,잠깐 인사핑,2024-09-15,27.0,talk,1392,shirayuki_hina,시라유키 히나,2,Universe,,False
3465818,✨유니버스 그림 컨텐츠 합방핑✨,2024-09-15,134.4,talk,3993,shirayuki_hina,시라유키 히나,2,Universe,ayatsuno_yuni,True
3455592,파스텔 셰프 코리아,2024-09-15,342.3,talk,1831,shirayuki_hina,시라유키 히나,2,Universe,,False
3437550,배그(W. 강지 타비 부키) & 카페탐방!,2024-09-14,412.1,talk,1751,shirayuki_hina,시라유키 히나,2,Universe,arahashi_tabi,True
3408945,스텔라이브 랜덤 디펜스!,2024-09-12,212.8,종합 게임,1573,shirayuki_hina,시라유키 히나,2,Universe,,False
3401524,🎀히나 첫 오리지널곡 발매!!!!🎀,2024-09-11,89.4,talk,1321,shirayuki_hina,시라유키 히나,2,Universe,,False
3390269,1st 싱글 티저 같이 보기 & 티니핑 이름 맞히기,2024-09-10,135.8,talk,803,shirayuki_hina,시라유키 히나,2,Universe,,False
3369471,스텔 꼬시기 & 미토피아 (3),2024-09-09,425.1,talk,2007,shirayuki_hina,시라유키 히나,2,Universe,,False
3334559,시로 타비랑 오버워치!,2024-09-07,316.8,talk,895,shirayuki_hina,시라유키 히나,2,Universe,arahashi_tabi,True
3324099,발로란트 재활치료(W. 춘향 뚜띠 설백 마뫄),2024-09-06,215.2,talk,1206,shirayuki_hina,시라유키 히나,2,Universe,,False
3320583,유니버스 미토피아(2),2024-09-06,312.9,talk,1031,shirayuki_hina,시라유키 히나,2,Universe,ayatsuno_yuni,True
3284630,배그하기(W. 강지 춘향 김뿡 경식이 할부지),2024-09-04,501.1,PUBG: 배틀그라운드,1060,shirayuki_hina,시라유키 히나,2,Universe,,False
3277768,음악 재활치료,2024-09-03,456.4,음악/노래,4793,shirayuki_hina,시라유키 히나,2,Universe,,False
3265454,발로란트 재활치료(W. 아구이뽀 춘향),2024-09-02,204.0,발로란트,1144,shirayuki_hina,시라유키 히나,2,Universe,,False
3259493,롤체 내전(W. 아구이뽀 강지 삐부 춘향 유니버스),2024-09-02,296.8,talk,752,shirayuki_hina,시라유키 히나,2,Universe,ayatsuno_yuni,True
3249808,여행 썰 풀이 & 앨뮤랜 구도 짜고 노래 맞히기랑 인물 퀴즈!,2024-09-01,475.5,talk,1191,shirayuki_hina,시라유키 히나,2,Universe,,False
3193608,카페탐방! 클립 보기,2024-08-28,137.1,talk,1907,shirayuki_hina,시라유키 히나,2,Universe,,False
3187862,스텔 VS 픽셀 배그 대전!,2024-08-28,549.7,talk,1753,shirayuki_hina,시라유키 히나,2,Universe,,False
3147612,갑자기 배그하기!(W. 강지 눈꽃 규리),2024-08-25,195.5,talk,1402,shirayuki_hina,시라유키 히나,2,Universe,,False
3114912,검은신화:오공 해보기! (Ep.4),2024-08-23,259.7,검은 신화: 오공,1255,shirayuki_hina,시라유키 히나,2,Universe,,False
3109933,검은신화:오공 해보기! (Ep.3),2024-08-23,339.8,검은 신화: 오공,638,shirayuki_hina,시라유키 히나,2,Universe,,False
3099401,검은신화:오공 해보기! (Ep.2),2024-08-22,579.7,talk,871,shirayuki_hina,시라유키 히나,2,Universe,,False
3082634,검은신화:오공 해보기! (Ep.1),2024-08-21,410.8,검은 신화: 오공,2132,shirayuki_hina,시라유키 히나,2,Universe,,False
3074723,검은신화:오공 해보기! (Ep.1),2024-08-20,34.8,검은 신화: 오공,1146,shirayuki_hina,시라유키 히나,2,Universe,,False
3055574,히서운 이야기 방학숙제(2),2024-08-19,360.5,talk,2170,shirayuki_hina,시라유키 히나,2,Universe,,False
3048849,언니랑 이야기 & 히서운 이야기 방학숙제,2024-08-18,74.7,talk,1765,shirayuki_hina,시라유키 히나,2,Universe,,False
3034951,유니버스 미토피아,2024-08-18,257.9,talk,1281,shirayuki_hina,시라유키 히나,2,Universe,ayatsuno_yuni,True
3008847,방학숙제 하기! & 수영장 만들기,2024-08-16,412.6,마인크래프트,1008,shirayuki_hina,시라유키 히나,2,Universe,,False
2989587,음식 티어표 나누기 & 릴뽀조이 배우기!,2024-08-15,304.6,talk,996,shirayuki_hina,시라유키 히나,2,Universe,,False
2978412,방학 숙제 하고 신드라에게 작별인사,2024-08-14,460.6,talk,817,shirayuki_hina,시라유키 히나,2,Universe,,False
2947685,타비와 롤체 듀오하기!,2024-08-12,237.3,talk,1369,shirayuki_hina,시라유키 히나,2,Universe,arahashi_tabi,True
2939988,롤체 고수 되기,2024-08-11,115.1,전략적 팀 전투 : 우주의 신들,387,shirayuki_hina,시라유키 히나,2,Universe,,False
2922600,애니메이트 후기 보기! ,2024-08-10,57.9,talk,665,shirayuki_hina,시라유키 히나,2,Universe,,False
2914148,롤체 제대로 해보기!,2024-08-10,286.3,talk,713,shirayuki_hina,시라유키 히나,2,Universe,,False
2901439,카페탐방 & 롤체 알아보기 ,2024-08-09,435.3,talk,1470,shirayuki_hina,시라유키 히나,2,Universe,,False
2864191,방학숙제 하기,2024-08-06,197.3,talk,1247,shirayuki_hina,시라유키 히나,2,Universe,,False
2840378,[멋봉리] 세계 종말의 날,2024-08-05,257.8,talk,1977,shirayuki_hina,시라유키 히나,2,Universe,,False
2829709,모사사우르스 발견.,2024-08-04,100.8,마인크래프트,1687,shirayuki_hina,시라유키 히나,2,Universe,,False
2814133,[멋봉리 11일차] 티라노 포획!!!!!!!!,2024-08-03,720.0,마인크래프트,2241,shirayuki_hina,시라유키 히나,2,Universe,,False
2798243,[멋봉리 10일차] 티라노 최초 발견!!!!!!,2024-08-02,720.0,마인크래프트,2529,shirayuki_hina,시라유키 히나,2,Universe,,False
2780668,잠깐 인사하러 ,2024-08-01,116.6,talk,1260,shirayuki_hina,시라유키 히나,2,Universe,,False
2767113,[멋봉리 9일차] 돈 벌고 내실하기! ,2024-07-31,720.0,마인크래프트,2344,shirayuki_hina,시라유키 히나,2,Universe,,False
2751935,[멋봉리 8일차] 돈 벌기 & 인첸트 완성하기,2024-07-30,720.0,마인크래프트,2566,shirayuki_hina,시라유키 히나,2,Universe,,False
2737145,"[멋봉리 7일차] 고릴라 탈출 사건,,, & 사자 잡으러 가기!",2024-07-29,720.0,마인크래프트,1610,shirayuki_hina,시라유키 히나,2,Universe,,False
2722728,[멋봉리 6일차] 독수리독수리독수리독수리독수리,2024-07-28,720.0,마인크래프트,1284,shirayuki_hina,시라유키 히나,2,Universe,,False
2707117,[멋봉리 5일차] 사냥 맛보기! & 배그 판타지 모드 광고(W. 강지 유니 시부키),2024-07-27,720.0,마인크래프트,1413,shirayuki_hina,시라유키 히나,2,Universe,"ayatsuno_yuni,tenko_shibuki",True
2690767,[멋봉리 4일차] 낚시로 부자 되기(2),2024-07-26,452.1,마인크래프트,1227,shirayuki_hina,시라유키 히나,2,Universe,,False
2680076,[멋봉리 4일차] 낚시로 부자 되기,2024-07-25,286.8,마인크래프트,1081,shirayuki_hina,시라유키 히나,2,Universe,,False
2659697,[멋봉리 3일차] 건실하게 살기,2024-07-24,720.0,마인크래프트,2252,shirayuki_hina,시라유키 히나,2,Universe,,False
2644831,[멋봉리 2일차] 밭 만들기!!!!,2024-07-23,640.1,마인크래프트,1221,shirayuki_hina,시라유키 히나,2,Universe,,False
2633166,[멋봉리 2일차] 돈 벌기,2024-07-22,160.1,마인크래프트,885,shirayuki_hina,시라유키 히나,2,Universe,,False
2630100,[멋봉리 1일차] 히나 강림. ,2024-07-22,364.1,talk,1963,shirayuki_hina,시라유키 히나,2,Universe,,False
2620127,8번 승강장 해보기!,2024-07-21,177.1,talk,870,shirayuki_hina,시라유키 히나,2,Universe,,False
2608209,카페 탐방! & 이야기,2024-07-20,324.1,talk,1358,shirayuki_hina,시라유키 히나,2,Universe,,False
2580779,편순이의 편의점 알바 해보기 & 진상 월드컵!,2024-07-19,252.2,talk,989,shirayuki_hina,시라유키 히나,2,Universe,,False
2551300,히나 프로필 부검하기 & 람보르기니 뽑기 ,2024-07-17,376.8,talk,1430,shirayuki_hina,시라유키 히나,2,Universe,,False
2523981,애알못의 애니 티어표 나눠보는 날,2024-07-15,499.1,talk,3810,shirayuki_hina,시라유키 히나,2,Universe,,False
2502660,시로가 집에 놀러 온 날!,2024-07-13,146.1,talk,2201,shirayuki_hina,시라유키 히나,2,Universe,,False
2457453,[스텔 서버] 방송 공지 & 모험,2024-07-11,332.9,talk,1116,shirayuki_hina,시라유키 히나,2,Universe,,False
2432411,애알못의 애니 추천 받는 날! (1편),2024-07-09,305.2,talk,2596,shirayuki_hina,시라유키 히나,2,Universe,,False
2415696,유니버스 체인드 투게더 & 배그 합방!(2),2024-07-08,302.9,talk,1100,shirayuki_hina,시라유키 히나,2,Universe,ayatsuno_yuni,True
2409781,유니버스 체인드 투게더 & 배그 합방!,2024-07-07,214.1,체인드 투게더,1011,shirayuki_hina,시라유키 히나,2,Universe,ayatsuno_yuni,True
2395382,카페탐방 & 해둥이랑 수다,2024-07-07,338.6,talk,1444,shirayuki_hina,시라유키 히나,2,Universe,,False
2380879,또 좋은 소식!!! & 배그 합방(W.유니 리제),2024-07-06,381.2,talk,1035,shirayuki_hina,시라유키 히나,2,Universe,"ayatsuno_yuni,akane_lize",True
2366272,월드컵 노래 반응 보기 & 배그!(2),2024-07-05,256.1,talk,2489,shirayuki_hina,시라유키 히나,2,Universe,,False
2360082,월드컵 노래 반응 보기 & 배그!,2024-07-04,149.5,talk,5358,shirayuki_hina,시라유키 히나,2,Universe,,False
2320977,유니 선배랑 데이트 & 부키 리코 합류해서 배그!,2024-07-02,44.6,talk,2137,shirayuki_hina,시라유키 히나,2,Universe,"ayatsuno_yuni,yuzuha_riko",True
2320286,유니 선배랑 데이트 & 부키 리코 합류해서 배그!,2024-07-02,529.5,PUBG: 배틀그라운드,2337,shirayuki_hina,시라유키 히나,2,Universe,"ayatsuno_yuni,yuzuha_riko",True
2306324,시로랑 배그 듀오! & 착살단 마지막 인사,2024-07-01,562.7,talk,6358,shirayuki_hina,시라유키 히나,2,Universe,,False
2291640,[스텔 서버] 부키 & 이브와 지옥 여행 가기!,2024-06-30,141.1,talk,2019,shirayuki_hina,시라유키 히나,2,Universe,,False
2289021,달을 가 커버 최초공개 같이 보기 & 나나 씨와 워든런,2024-06-30,432.9,talk,1614,shirayuki_hina,시라유키 히나,2,Universe,hanako_nana,True
2244751,[스텔 서버] 린 씨와 워든 데이트 & 수선!!!,2024-06-27,710.2,마인크래프트,1832,shirayuki_hina,시라유키 히나,2,Universe,aokumo_rin,True
2224403,[스텔 서버] 음식 월드컵 & 엔더런!,2024-06-26,364.5,talk,1669,shirayuki_hina,시라유키 히나,2,Universe,,False
2211399,[스텔 서버] 3기생과 첫 만남 & 카페 탐방!,2024-06-25,482.2,talk,2534,shirayuki_hina,시라유키 히나,2,Universe,,False
2196211,휴가 마친 히나 등 쟝 ,2024-06-24,179.0,talk,1462,shirayuki_hina,시라유키 히나,2,Universe,,False
2145423,어릴적 히나 심리 분석?하기 ,2024-06-21,272.0,talk,1714,shirayuki_hina,시라유키 히나,2,Universe,,False
2118416,어릴적 일기 읽어보기 & 포켓로그 4000층 달성!,2024-06-19,285.8,talk,2011,shirayuki_hina,시라유키 히나,2,Universe,,False
2103765,[스텔 서버] 수선 찾기!,2024-06-18,220.7,talk,1288,shirayuki_hina,시라유키 히나,2,Universe,,False
2101167,스텔 포켓몬 팬 게임 & 드래곤볼 DLC(1) 해보기!,2024-06-18,395.2,talk,1836,shirayuki_hina,시라유키 히나,2,Universe,,False
2088031,포켓몬에는 감동이있다,2024-06-17,313.0,종합 게임,1175,shirayuki_hina,시라유키 히나,2,Universe,,False
2075396,갓생 1일차 자시안 뽑기,2024-06-16,272.1,종합 게임,1514,shirayuki_hina,시라유키 히나,2,Universe,,False
2072307,뭐? 이로치 두 배 이벤트라고?,2024-06-16,573.8,포켓로그,1350,shirayuki_hina,시라유키 히나,2,Universe,,False
2056175,"착살단 합방하는 날!(W. 머독, 징버거, 조매력, 허니츄러스, 케인, 쏘대장, 옌룡)",2024-06-15,594.4,talk,4381,shirayuki_hina,시라유키 히나,2,Universe,,False
2039315,[스텔 서버] 수선 먹기 성공!!!!!!!!!!!! ,2024-06-14,328.6,talk,1850,shirayuki_hina,시라유키 히나,2,Universe,,False
2031583,"[스텔 탐구생활!] 궤도 님 초대석(w. 히나, 시로)",2024-06-13,153.4,talk,18471,shirayuki_hina,시라유키 히나,2,Universe,,False
2025140,[스텔 서버] 수선을 찾아서..................................... ,2024-06-13,396.1,마인크래프트,1672,shirayuki_hina,시라유키 히나,2,Universe,,False
1991095,히나와 해둥이의 1주년🎀,2024-06-11,324.6,talk,3910,shirayuki_hina,시라유키 히나,2,Universe,,False
1977066,1주년 전에 잠깐,2024-06-10,149.7,talk,1985,shirayuki_hina,시라유키 히나,2,Universe,,False
1894779,포켓로그 전설 뽑기,2024-06-05,416.1,talk,4358,shirayuki_hina,시라유키 히나,2,Universe,,False
1881462,포포서버 우승자의 포켓 로그,2024-06-04,691.1,talk,5091,shirayuki_hina,시라유키 히나,2,Universe,,False
1866034,마법소녀 어쩌구 & 착살단 숨바꼭질 하기,2024-06-03,536.3,talk,3825,shirayuki_hina,시라유키 히나,2,Universe,,False
1850755,[악어의 놀이터2] 도박 & 길드 모험!(2),2024-06-02,211.7,talk,3843,shirayuki_hina,시라유키 히나,2,Universe,,False
1847473,[악어의 놀이터2] 도박 & 길드 모험!,2024-06-02,411.3,마인크래프트,3247,shirayuki_hina,시라유키 히나,2,Universe,,False
1835126,아이 돈트 폴 켠왕(2),2024-06-01,285.1,talk,1438,shirayuki_hina,시라유키 히나,2,Universe,,False
1834064,아이 돈트 폴 켠왕,2024-06-01,688.0,아이 돈트 폴,1019,shirayuki_hina,시라유키 히나,2,Universe,,False
1801624,[악어의 놀이터2] 길드 들어가기!,2024-05-30,147.5,마인크래프트,3547,shirayuki_hina,시라유키 히나,2,Universe,,False
1798372,유니버스 빽룸 합방,2024-05-30,436.4,talk,1821,shirayuki_hina,시라유키 히나,2,Universe,ayatsuno_yuni,True
1780284,갑자기 싱크룸 하기!!!!! (W. 시로 타비),2024-05-28,191.3,음악/노래,5690,shirayuki_hina,시라유키 히나,2,Universe,arahashi_tabi,True
1769200,[악어의 놀이터2] 펫 뽑기!,2024-05-28,495.9,talk,4167,shirayuki_hina,시라유키 히나,2,Universe,,False
